MaPhieuDG,MaHD,DiemPhucVu,DiemViTri,DiemMonAn,DiemKhongGian,DiemGiaCa
927,38619,2,3,4,3,2
928,279060,4,5,5,2,2
929,8897,2,5,5,4,2
930,264184,4,3,3,4,3
931,108368,3,2,4,4,4
932,267496,4,2,5,4,4
933,187047,5,2,5,4,2
934,254200,5,5,5,2,4
935,144351,4,4,2,2,2
936,103596,3,2,3,4,4
937,191306,2,3,4,5,2
938,97915,2,2,4,3,4
939,127998,4,2,5,5,5
940,294576,2,2,3,5,3
941,227861,3,2,3,5,4
942,282720,3,5,4,3,2
943,148435,4,5,4,4,3
944,110154,3,5,3,4,5
945,142609,4,4,4,2,5
946,224733,2,5,5,3,2
947,7309,4,4,5,5,3
948,35595,2,3,2,2,5
949,82089,5,5,5,3,3
950,47392,4,2,5,3,3
951,246717,3,2,3,2,3
952,71765,4,4,2,5,3
953,209448,4,3,2,5,2
954,201982,2,5,3,4,4
955,254450,2,5,2,3,3
956,142734,2,2,3,5,2
957,29836,2,3,4,5,4
958,87386,2,4,5,2,4
959,120524,3,4,3,4,2
960,118484,5,5,4,3,2
961,114183,4,5,3,3,2
962,20853,5,5,2,5,4
963,135184,4,3,3,4,3
964,144948,2,2,5,2,3
965,296119,4,3,4,2,4
966,90083,4,5,2,4,3
967,205939,4,2,2,5,3
968,219807,5,3,2,4,3
969,133895,2,4,3,2,4
970,263274,3,3,2,4,3
971,284161,5,5,5,5,4
972,156827,2,4,2,3,3
973,274156,2,3,5,2,3
974,213666,5,2,5,5,4
975,24988,5,3,5,2,3
976,4646,4,4,5,2,5
977,30396,2,3,3,3,2
978,152461,3,4,3,2,2
979,13896,3,3,3,5,4
980,54283,2,4,3,2,3
981,8536,2,4,5,5,3
982,242810,4,4,2,5,4
983,203782,5,4,5,4,4
984,43819,4,5,5,5,4
985,140011,4,3,5,4,3
986,266725,3,2,4,4,3
987,238618,2,4,5,4,4
988,20916,5,5,4,2,3
989,260877,4,2,4,4,5
990,26686,2,4,2,4,5
991,253374,2,3,4,4,4
992,133988,4,2,2,5,5
993,101681,3,3,4,4,2
994,136587,3,2,5,4,5
995,47489,4,2,4,4,2
996,43607,5,4,4,3,3
997,132188,2,3,4,5,3
998,164593,5,4,5,4,4
999,90304,3,2,3,4,4
1000,67391,3,2,3,3,3
1001,124376,3,2,5,2,2
1002,219458,5,3,5,2,2
1003,269160,2,3,3,5,2
1004,251231,4,4,3,5,3
1005,251674,5,5,4,3,5
1006,152201,2,3,3,5,2
1007,182970,5,5,4,5,4
1008,206832,3,5,4,4,4
1009,87562,2,3,4,2,5
1010,79033,5,5,4,4,2
1011,131047,4,5,2,5,2
1012,214247,2,5,2,4,4
1013,121624,4,3,2,5,3
1014,182757,2,2,5,2,4
1015,53759,5,3,4,2,4
1016,125018,2,3,3,2,3
1017,89014,3,3,3,2,4
1018,22969,2,4,2,2,4
1019,214213,4,3,5,3,5
1020,143157,3,4,2,2,2
1021,6335,3,2,4,2,4
1022,225353,4,4,4,4,2
1023,88688,3,2,4,4,5
1024,98953,3,5,2,2,3
1025,208037,5,3,4,5,5
1026,81677,4,3,3,5,2
1027,43163,3,4,5,5,2
1028,125952,5,5,4,4,2
1029,294434,3,3,5,4,2
1030,110576,2,2,2,2,3
1031,173480,5,2,4,3,2
1032,119961,3,5,3,5,2
1033,92114,2,3,3,5,5
1034,20302,5,4,4,3,3
1035,297519,4,4,4,4,2
1036,272289,5,3,5,5,5
1037,119618,3,3,3,4,4
1038,27616,4,4,3,2,5
1039,188425,5,5,4,2,2
1040,112451,5,5,4,5,4
1041,294856,4,3,3,4,4
1042,190055,2,2,2,3,2
1043,298132,3,2,3,3,3
1044,261642,4,4,4,3,4
1045,280094,3,4,4,3,5
1046,290303,3,3,5,2,4
1047,244416,5,5,4,5,3
1048,173606,3,2,3,4,3
1049,45314,5,5,5,2,5
1050,268159,3,2,5,5,4
1051,185543,3,5,5,3,5
1052,184589,3,3,2,5,3
1053,162913,4,2,2,2,4
1054,193914,3,5,2,3,3
1055,25197,3,2,4,2,2
1056,185103,5,2,2,4,3
1057,61393,4,4,4,2,5
1058,166041,2,2,2,3,2
1059,47870,3,3,2,3,4
1060,227306,3,3,2,5,5
1061,46611,2,3,2,5,4
1062,14681,2,4,3,4,4
1063,162198,2,5,5,5,5
1064,77656,4,4,3,4,4
1065,39037,5,2,4,5,2
1066,214482,2,3,4,3,5
1067,298242,3,2,4,2,3
1068,57406,5,4,2,2,2
1069,279352,3,5,5,4,2
1070,86282,4,3,2,5,4
1071,143653,4,5,3,4,4
1072,285111,3,5,4,4,3
1073,79379,2,5,3,3,3
1074,168508,5,5,3,3,2
1075,77084,2,2,5,4,2
1076,94799,4,2,3,3,2
1077,150975,4,2,3,5,5
1078,109072,5,2,3,2,4
1079,212638,2,5,2,3,4
1080,9946,5,5,2,4,3
1081,191437,2,4,3,3,4
1082,78105,5,3,2,3,2
1083,291066,5,5,3,4,3
1084,272596,3,3,4,3,3
1085,112149,4,2,4,3,4
1086,238133,4,2,2,5,3
1087,33004,4,4,3,2,3
1088,255931,5,5,5,2,3
1089,226876,3,5,3,3,2
1090,63999,5,5,4,5,2
1091,258207,4,4,3,2,4
1092,269025,4,3,3,4,3
1093,238928,3,3,2,2,4
1094,182163,4,4,5,2,5
1095,193706,4,5,4,5,4
1096,264541,3,2,2,5,4
1097,165386,5,2,3,3,5
1098,13954,2,2,3,2,4
1099,185709,4,2,3,4,5
1100,250983,2,2,5,5,3
1101,13247,3,5,5,4,3
1102,248636,5,4,5,4,3
1103,154651,2,4,2,4,5
1104,100771,3,3,2,3,3
1105,219887,2,4,3,2,4
1106,76817,5,5,3,5,4
1107,268602,4,4,5,5,5
1108,234555,4,3,4,2,3
1109,246958,3,3,5,5,2
1110,291855,4,5,5,3,5
1111,12973,2,3,2,2,2
1112,113868,4,5,5,4,2
1113,99708,2,3,3,3,2
1114,256941,3,4,3,5,5
1115,112011,5,4,3,2,5
1116,255621,2,5,3,3,3
1117,94224,2,4,2,2,4
1118,64682,2,3,5,4,3
1119,226778,4,3,2,4,5
1120,157097,3,5,5,3,2
1121,46838,3,4,5,2,5
1122,62333,2,2,5,5,3
1123,135503,2,3,4,5,3
1124,241520,5,5,4,4,5
1125,250942,3,3,3,3,5
1126,80651,4,4,2,2,4
1127,149723,4,4,5,5,5
1128,70053,2,2,4,4,4
1129,229455,3,2,4,5,3
1130,167942,3,5,4,5,3
1131,215227,5,4,4,3,4
1132,258868,2,3,5,5,5
1133,267579,2,3,3,5,4
1134,98302,3,2,2,4,5
1135,188409,3,5,3,2,5
1136,7666,5,4,2,4,5
1137,222710,5,5,4,2,5
1138,140355,4,4,4,4,3
1139,148674,3,2,2,5,5
1140,56516,2,3,4,5,2
1141,5167,4,5,3,4,2
1142,142174,5,2,5,3,4
1143,48063,2,2,2,3,4
1144,241478,2,2,2,5,2
1145,92185,5,2,4,2,2
1146,157799,2,5,3,3,2
1147,7853,2,2,4,2,3
1148,559,3,4,3,5,5
1149,162191,5,3,4,3,2
1150,235470,3,4,2,4,5
1151,219840,5,3,2,3,3
1152,298071,4,2,4,5,5
1153,111094,2,3,5,5,5
1154,62337,4,3,4,3,2
1155,81376,2,4,4,3,2
1156,123236,2,4,4,2,2
1157,88748,4,5,2,4,4
1158,143203,2,3,5,5,2
1159,229405,3,3,5,5,4
1160,165201,4,5,2,5,5
1161,94207,3,3,3,4,2
1162,263742,2,5,3,5,3
1163,76250,4,5,2,3,3
1164,75614,4,3,3,3,4
1165,181983,4,5,3,4,5
1166,59635,2,2,3,4,4
1167,147933,4,2,3,3,4
1168,251264,3,4,5,5,2
1169,178257,3,5,2,3,5
1170,123203,3,5,2,3,2
1171,31039,3,2,5,2,5
1172,224842,2,4,4,5,5
1173,180359,2,5,2,2,5
1174,288338,3,2,3,4,2
1175,260133,2,3,2,5,3
1176,4422,3,4,3,2,5
1177,272985,2,2,3,5,3
1178,217394,4,2,2,5,5
1179,244050,4,3,3,4,5
1180,219243,3,5,4,2,5
1181,108019,2,2,4,3,3
1182,267778,4,4,2,3,2
1183,48401,5,2,5,4,3
1184,96555,4,3,3,2,3
1185,278978,2,4,3,2,4
1186,241125,3,2,4,2,2
1187,51697,2,4,5,5,5
1188,14112,2,4,3,2,4
1189,279699,5,4,3,4,3
1190,36501,4,2,4,5,3
1191,21927,4,2,4,2,4
1192,135193,3,4,5,4,4
1193,190887,5,4,2,2,3
1194,181464,4,2,4,3,2
1195,234494,2,2,4,5,5
1196,72964,2,2,4,4,3
1197,22707,5,2,3,5,2
1198,278984,2,4,4,2,3
1199,144267,3,4,5,2,5
1200,262529,4,4,4,4,2
1201,279599,3,4,4,5,4
1202,199337,3,2,2,4,2
1203,223699,4,5,2,4,4
1204,199464,3,4,2,5,5
1205,159206,3,3,5,5,2
1206,267410,2,3,4,3,2
1207,131624,4,4,3,2,4
1208,67534,5,3,4,3,3
1209,114580,4,4,2,3,3
1210,252071,2,2,5,2,5
1211,87829,3,4,4,5,4
1212,233032,4,4,3,3,4
1213,95794,2,5,4,4,4
1214,298192,2,2,5,4,5
1215,111220,5,4,3,3,5
1216,33364,2,5,3,5,4
1217,176437,4,2,2,4,4
1218,78624,4,4,4,3,2
1219,160004,4,2,5,2,3
1220,166984,4,4,2,5,2
1221,104597,4,4,5,5,3
1222,165193,4,3,4,2,4
1223,218170,2,2,3,4,5
1224,11546,3,4,2,3,3
1225,276040,3,2,3,3,2
1226,206107,3,3,5,2,3
1227,171111,4,3,4,5,4
1228,287030,5,4,5,5,5
1229,41196,3,2,5,4,3
1230,82197,4,4,4,3,4
1231,32177,5,5,4,5,2
1232,287450,4,2,3,5,2
1233,184720,3,2,3,5,4
1234,255895,4,4,2,5,5
1235,245083,5,5,4,4,3
1236,287584,5,3,3,4,4
1237,276566,3,3,3,2,2
1238,255203,3,5,5,5,2
1239,97351,4,2,4,5,3
1240,35485,4,4,4,4,2
1241,173997,3,5,3,3,5
1242,135192,2,2,2,5,3
1243,78229,5,5,2,3,3
1244,33801,5,4,5,4,4
1245,226507,5,4,3,2,3
1246,299272,2,3,2,3,2
1247,45712,2,3,4,5,2
1248,210121,3,4,3,5,5
1249,139815,3,5,4,3,2
1250,62779,5,4,4,4,2
1251,46926,4,2,2,5,5
1252,157492,5,4,5,2,4
1253,171768,2,4,4,2,2
1254,64227,4,2,5,5,3
1255,10862,2,2,4,2,4
1256,122762,2,2,2,5,4
1257,248842,5,5,4,3,3
1258,62797,4,5,3,5,2
1259,180527,4,4,4,2,2
1260,47074,5,2,3,4,5
1261,182688,4,4,4,3,3
1262,88416,2,3,2,2,4
1263,192387,3,2,4,2,5
1264,177661,3,3,5,3,3
1265,228799,5,5,2,4,4
1266,107271,3,2,3,4,2
1267,222679,3,2,2,3,4
1268,169994,5,3,4,3,2
1269,150809,2,3,2,4,2
1270,247483,4,2,3,2,5
1271,202854,3,5,3,4,2
1272,150229,4,4,3,3,4
1273,207091,4,2,5,2,3
1274,103919,4,4,2,4,2
1275,124864,2,3,5,5,3
1276,9921,5,2,4,5,5
1277,199558,5,3,3,5,5
1278,270909,2,2,4,2,2
1279,171997,5,2,3,3,4
1280,138455,2,4,2,4,2
1281,84743,2,4,2,3,4
1282,47249,4,3,4,2,5
1283,119679,3,3,5,2,3
1284,248875,3,5,2,2,2
1285,249036,5,4,3,4,2
1286,245944,4,3,4,5,2
1287,159083,5,3,3,5,3
1288,295070,4,5,3,5,3
1289,109413,5,4,3,4,3
1290,174591,3,2,2,3,5
1291,207148,5,5,2,5,4
1292,106207,3,5,4,5,4
1293,192010,5,3,5,5,5
1294,8691,5,3,5,5,4
1295,255612,2,2,2,5,5
1296,215570,4,4,4,4,5
1297,160928,3,2,4,4,4
1298,56222,3,5,4,3,5
1299,132007,4,4,5,4,3
1300,143856,4,2,3,2,5
1301,128196,4,3,4,2,3
1302,197044,2,2,4,2,2
1303,250177,2,4,5,2,5
1304,144017,2,3,4,4,4
1305,123821,3,3,2,5,3
1306,79593,2,3,5,5,4
1307,88531,2,3,5,4,5
1308,169775,3,5,2,2,5
1309,58691,2,4,4,5,4
1310,269436,5,5,3,5,2
1311,238408,5,3,3,2,3
1312,99054,3,5,5,4,3
1313,66701,3,2,4,4,4
1314,15984,5,5,2,2,4
1315,166364,3,3,2,3,2
1316,144800,2,5,4,4,5
1317,134964,4,4,5,4,5
1318,259164,2,2,4,2,5
1319,277134,4,3,2,5,3
1320,239001,4,3,4,2,5
1321,157175,4,4,5,2,5
1322,196631,2,2,5,2,4
1323,5484,4,3,3,5,3
1324,284640,4,5,3,2,3
1325,57806,2,3,4,5,5
1326,239377,5,2,2,5,2
1327,291423,5,2,4,3,4
1328,216984,4,2,4,4,5
1329,48247,5,5,4,3,4
1330,67603,2,4,4,3,3
1331,242364,4,4,4,5,2
1332,172855,5,5,5,4,4
1333,69729,4,3,4,5,3
1334,248102,5,2,5,3,3
1335,298614,5,2,3,2,4
1336,55126,3,5,2,5,3
1337,227964,3,5,4,4,2
1338,21780,3,3,5,3,3
1339,56242,2,3,4,5,2
1340,217513,3,3,4,2,5
1341,80436,4,4,5,2,4
1342,133209,2,3,2,5,2
1343,4414,2,2,3,2,5
1344,188498,4,3,4,5,3
1345,64986,2,3,3,2,2
1346,282294,4,3,2,4,2
1347,166108,5,3,4,2,2
1348,235947,5,4,5,4,2
1349,286273,3,3,4,3,4
1350,218934,4,2,5,4,5
1351,92888,4,4,2,5,2
1352,296584,5,3,5,2,5
1353,162380,2,5,2,5,3
1354,15574,2,4,3,5,4
1355,197845,4,5,5,4,3
1356,290729,4,3,2,5,5
1357,47871,5,4,4,4,3
1358,206264,3,2,3,4,2
1359,117885,5,5,5,5,2
1360,60528,2,5,3,2,4
1361,22031,2,5,2,3,3
1362,178262,3,5,3,3,4
1363,265263,4,5,2,2,4
1364,139748,5,4,4,4,2
1365,129626,4,5,3,4,2
1366,173775,3,5,2,5,4
1367,257539,5,2,2,5,4
1368,154023,5,4,3,5,4
1369,287059,2,3,3,4,4
1370,212574,3,5,3,4,3
1371,103932,2,3,2,5,3
1372,53799,5,3,2,3,3
1373,285466,2,3,4,5,2
1374,118149,3,5,4,2,4
1375,46180,2,5,5,4,3
1376,183054,4,2,3,4,2
1377,229499,2,4,3,5,5
1378,73687,3,3,3,4,2
1379,52878,3,4,2,4,5
1380,14198,4,2,2,2,4
1381,139449,4,3,4,5,3
1382,170736,4,4,2,5,2
1383,274729,5,5,3,3,2
1384,10070,2,2,4,2,2
1385,286158,2,2,4,5,2
1386,239290,5,4,4,4,4
1387,25927,5,4,2,4,3
1388,226977,5,2,5,4,4
1389,208911,4,3,2,5,2
1390,24322,2,4,3,4,3
1391,49182,3,3,5,4,5
1392,60642,3,2,4,5,2
1393,260814,5,3,5,4,5
1394,272865,5,5,3,3,3
1395,146434,5,3,5,5,3
1396,106943,3,2,5,3,3
1397,48172,4,3,4,3,2
1398,73153,4,4,2,2,4
1399,183137,3,4,2,3,5
1400,50679,3,4,4,3,2
1401,51985,5,2,5,4,5
1402,193035,2,2,3,3,4
1403,200653,4,2,5,2,2
1404,143243,4,2,3,2,5
1405,110986,5,2,5,4,5
1406,117223,5,4,5,3,3
1407,273958,3,2,2,3,2
1408,278487,4,2,4,3,4
1409,87976,4,3,2,5,5
1410,203764,2,4,4,5,5
1411,6310,5,3,2,3,3
1412,198229,4,5,5,3,4
1413,273045,3,5,3,4,3
1414,225964,4,5,2,2,2
1415,164091,4,3,4,5,3
1416,51790,2,2,3,3,2
1417,187239,5,2,5,2,2
1418,241081,4,4,5,4,2
1419,203329,5,3,2,3,3
1420,87846,2,2,5,4,5
1421,136730,5,2,2,3,5
1422,220246,3,4,2,3,2
1423,164537,2,4,5,4,5
1424,141556,5,4,5,2,5
1425,96888,4,5,2,3,5
1426,52269,4,5,3,2,2
1427,91257,2,2,3,5,5
1428,134069,4,5,4,2,4
1429,144217,2,5,2,2,3
1430,141065,3,4,3,4,3
1431,80635,5,4,2,5,5
1432,33495,5,2,2,3,2
1433,257577,4,4,2,3,3
1434,92181,5,2,5,5,5
1435,235970,3,2,2,4,2
1436,33299,5,5,3,3,5
1437,299444,2,5,2,3,3
1438,298327,5,2,5,4,4
1439,232865,2,2,5,3,5
1440,242983,2,5,2,2,3
1441,151069,4,2,4,2,3
1442,2069,2,2,5,3,2
1443,256723,3,2,3,2,2
1444,177471,5,5,3,3,5
1445,12797,5,4,5,3,5
1446,197262,5,5,3,3,3
1447,51721,4,2,3,2,5
1448,275058,2,5,5,4,5
1449,60274,3,5,2,4,5
1450,226644,2,5,2,5,5
1451,276230,5,2,2,2,3
1452,299615,2,4,3,3,2
1453,104354,4,4,5,3,4
1454,294833,3,5,2,5,4
1455,277186,2,2,4,2,2
1456,193479,5,3,5,5,5
1457,26055,3,4,3,5,5
1458,263125,4,3,5,2,3
1459,291160,2,5,2,5,3
1460,202111,4,5,5,3,4
1461,98313,2,5,4,2,5
1462,242304,5,3,5,5,3
1463,259000,2,3,2,3,3
1464,265029,4,3,4,5,3
1465,204446,4,2,3,3,2
1466,276120,2,4,3,2,2
1467,147489,2,4,5,4,5
1468,98662,4,2,4,4,3
1469,93095,5,2,4,2,3
1470,110756,2,4,4,3,2
1471,142672,2,2,5,5,4
1472,160435,4,3,2,5,5
1473,120403,4,3,5,3,3
1474,170656,2,2,4,3,5
1475,40825,2,4,4,2,2
1476,68532,2,5,3,5,4
1477,277471,5,4,3,4,4
1478,135099,5,4,2,4,3
1479,159762,5,4,5,3,3
1480,170225,4,5,4,2,5
1481,81460,3,3,3,2,3
1482,222773,4,3,4,2,5
1483,292342,3,3,3,3,4
1484,38616,2,2,4,5,4
1485,153641,2,5,4,5,5
1486,63022,5,2,3,2,5
1487,63598,2,3,2,5,3
1488,165642,3,5,5,4,2
1489,137187,2,5,2,4,2
1490,187483,5,3,5,2,2
1491,125924,2,4,3,4,4
1492,130624,4,3,3,4,5
1493,247612,3,4,5,2,3
1494,48897,3,3,4,2,3
1495,1761,2,5,3,3,5
1496,47309,4,5,4,5,5
1497,231593,5,4,5,5,5
1498,214453,4,3,4,4,4
1499,79839,3,4,3,2,2
1500,20979,3,3,3,4,5
1501,56068,3,5,4,2,5
1502,290187,3,4,4,5,2
1503,215255,3,5,4,3,3
1504,106310,2,4,2,3,2
1505,53540,5,2,5,5,5
1506,207540,3,2,2,2,5
1507,195198,2,3,4,4,2
1508,18207,5,3,4,2,4
1509,228196,5,3,3,5,4
1510,76300,2,4,5,4,3
1511,92367,5,4,5,5,2
1512,18697,4,3,4,3,2
1513,204199,5,4,3,4,2
1514,85839,5,2,4,3,3
1515,4195,2,5,2,2,5
1516,268892,3,3,4,3,5
1517,80900,5,3,5,4,2
1518,59267,2,5,3,2,3
1519,235324,5,2,4,3,5
1520,292931,3,3,3,3,3
1521,91276,3,3,5,4,3
1522,201819,4,2,5,5,2
1523,212953,5,5,4,3,3
1524,235066,4,4,3,3,3
1525,266002,5,3,4,2,3
1526,100316,3,2,5,2,4
1527,269951,2,2,4,4,4
1528,71170,5,3,5,2,4
1529,177208,3,5,4,2,5
1530,180373,4,5,4,5,2
1531,261786,3,3,3,4,4
1532,217448,5,5,2,4,4
1533,31302,2,3,4,4,5
1534,108735,4,4,3,3,5
1535,30843,5,3,3,3,5
1536,64338,2,5,2,2,3
1537,56795,3,4,4,4,2
1538,41020,2,3,4,5,4
1539,127848,3,2,4,4,5
1540,181089,3,2,5,3,5
1541,39485,5,2,3,4,4
1542,51060,4,4,2,4,4
1543,177239,4,4,4,3,5
1544,196213,2,2,4,3,2
1545,136650,5,3,4,4,4
1546,159348,2,4,3,4,3
1547,223473,2,3,5,2,4
1548,151755,5,4,5,2,3
1549,137043,2,2,2,3,3
1550,61539,3,5,2,3,3
1551,9337,5,2,3,3,4
1552,258946,5,3,5,5,5
1553,45432,4,3,5,4,4
1554,50424,4,3,2,4,3
1555,277197,3,4,3,5,3
1556,274149,3,4,2,2,2
1557,159371,3,2,5,5,2
1558,151236,3,5,3,5,4
1559,299589,2,4,5,3,2
1560,158393,2,3,5,2,5
1561,224152,2,2,2,3,2
1562,284020,5,3,2,2,5
1563,41967,4,2,5,3,5
1564,133951,2,2,2,5,2
1565,96257,5,4,2,4,5
1566,58101,3,4,2,2,3
1567,246524,5,4,3,4,4
1568,204578,2,2,5,2,4
1569,72653,2,3,2,3,2
1570,203293,4,5,2,2,2
1571,124876,4,4,5,3,4
1572,17492,3,4,3,3,4
1573,233884,2,5,5,2,3
1574,98875,4,5,5,3,3
1575,256200,4,4,4,3,5
1576,286112,5,4,5,2,5
1577,62379,5,4,2,2,4
1578,57196,3,5,2,4,2
1579,294695,5,3,3,3,3
1580,289825,4,4,3,2,4
1581,9241,3,3,2,5,4
1582,109122,3,2,5,3,3
1583,143903,4,4,4,2,2
1584,34358,5,4,5,3,3
1585,215929,5,5,2,3,5
1586,180462,3,4,3,3,3
1587,270448,4,3,4,5,3
1588,275480,3,3,5,2,2
1589,131173,3,3,5,2,2
1590,211929,2,4,3,2,5
1591,121453,4,5,3,2,3
1592,64934,5,2,3,4,4
1593,251117,5,4,5,3,4
1594,272074,2,5,5,2,3
1595,161440,3,5,3,4,2
1596,211897,5,5,2,4,2
1597,118208,2,4,5,5,5
1598,133544,5,3,3,2,3
1599,16151,4,2,4,2,5
1600,155055,2,2,5,5,2
1601,40560,4,2,2,3,3
1602,258155,2,4,2,3,4
1603,91225,5,2,3,4,3
1604,74727,4,2,5,2,3
1605,156955,2,4,4,2,5
1606,38895,2,2,2,3,2
1607,178384,4,4,4,5,5
1608,84756,5,2,4,5,2
1609,52288,5,3,2,3,3
1610,40431,2,5,4,5,2
1611,203610,2,4,4,4,5
1612,274846,5,3,2,2,3
1613,25586,2,2,5,4,5
1614,37568,2,3,3,5,3
1615,112290,2,4,2,2,5
1616,215409,5,2,4,2,4
1617,297430,4,2,5,5,2
1618,142570,3,4,5,5,4
1619,267631,3,3,2,2,5
1620,253485,4,5,5,3,3
1621,1860,2,2,4,4,4
1622,231888,3,2,2,2,5
1623,251378,3,2,3,3,4
1624,253797,5,4,3,4,4
1625,33192,5,5,3,5,4
1626,220115,5,2,5,5,4
1627,244055,2,2,3,4,2
1628,69499,2,4,2,4,5
1629,12442,4,3,4,2,4
1630,218692,5,3,5,3,5
1631,281639,2,4,5,5,2
1632,93361,5,5,2,5,5
1633,287075,3,4,3,2,3
1634,200448,3,2,2,4,5
1635,247206,2,5,2,3,4
1636,154990,3,2,3,5,5
1637,78550,4,3,4,2,3
1638,8900,4,4,5,3,5
1639,186392,4,5,3,5,4
1640,282910,3,5,3,2,5
1641,134282,2,4,2,5,3
1642,91668,3,4,4,2,2
1643,103794,5,5,4,2,4
1644,6812,2,4,4,3,4
1645,71001,3,4,3,3,2
1646,165728,4,4,4,5,2
1647,82401,4,3,2,3,5
1648,62015,2,3,3,3,5
1649,232809,2,2,4,5,3
1650,111338,5,3,5,5,2
1651,101487,5,3,3,5,5
1652,280661,4,2,5,4,3
1653,210327,3,4,2,5,3
1654,280035,3,4,3,5,4
1655,240040,4,3,3,3,4
1656,41486,2,2,5,3,3
1657,59995,4,2,4,2,3
1658,154971,2,5,2,2,2
1659,196700,5,4,4,5,5
1660,47900,3,2,2,4,3
1661,198858,5,5,4,4,5
1662,282470,4,3,2,4,3
1663,66476,4,3,3,4,3
1664,53783,4,2,3,2,2
1665,103362,5,3,4,4,4
1666,220913,5,2,4,2,4
1667,229942,4,5,3,5,5
1668,9008,5,4,2,5,3
1669,144055,3,2,3,5,2
1670,229734,2,2,3,4,5
1671,186918,3,3,2,5,4
1672,167978,3,4,2,2,3
1673,221952,5,4,5,5,2
1674,247711,5,4,4,3,2
1675,280104,5,4,2,5,5
1676,144855,3,5,4,2,4
1677,155655,4,5,2,3,2
1678,16424,4,4,3,4,2
1679,78101,3,4,3,5,4
1680,112659,2,2,2,2,4
1681,93833,3,3,5,5,3
1682,19275,2,2,3,3,2
1683,49167,5,5,4,5,4
1684,187756,2,2,4,4,4
1685,117575,5,2,2,5,5
1686,140308,3,3,4,5,4
1687,76671,2,5,3,5,5
1688,125249,5,4,2,4,2
1689,237827,4,4,3,2,3
1690,85500,4,4,5,3,2
1691,9701,4,2,4,4,5
1692,158093,3,2,5,4,5
1693,22398,3,4,2,2,4
1694,71695,2,2,5,3,5
1695,35323,2,2,4,4,3
1696,15354,3,2,2,4,2
1697,167930,2,3,4,2,2
1698,234123,5,3,4,3,4
1699,43363,4,3,2,4,2
1700,225713,3,5,4,5,3
1701,97772,2,5,4,2,4
1702,35952,5,3,4,4,5
1703,175262,2,2,2,2,2
1704,199985,3,2,2,5,3
1705,25411,3,4,4,4,5
1706,289758,3,2,4,3,4
1707,120529,3,2,4,5,2
1708,3579,2,2,3,5,4
1709,269417,4,3,5,5,3
1710,231660,5,4,4,4,2
1711,173603,4,3,3,5,4
1712,26000,5,2,3,3,3
1713,55567,2,2,5,5,3
1714,84294,5,4,2,2,5
1715,158314,4,5,3,5,3
1716,117666,3,4,3,4,2
1717,227252,4,4,3,2,2
1718,235835,4,2,5,4,2
1719,54882,2,3,4,5,4
1720,31929,4,2,3,5,5
1721,284468,3,5,4,4,5
1722,286282,5,4,4,4,2
1723,104686,3,4,2,5,3
1724,130321,2,2,3,3,2
1725,258064,4,3,2,5,3
1726,193121,3,2,2,3,2
1727,226497,2,4,3,2,5
1728,247647,3,5,5,3,3
1729,125639,2,5,5,2,2
1730,136844,3,5,5,3,3
1731,287797,5,2,4,2,5
1732,289655,4,4,2,2,2
1733,211892,3,4,2,5,5
1734,14906,4,4,4,2,2
1735,68855,5,5,5,5,5
1736,290981,4,3,5,5,5
1737,210299,5,4,3,2,2
1738,86817,3,2,2,5,5
1739,226558,3,5,2,4,4
1740,61949,3,5,2,2,3
1741,132565,4,5,5,4,2
1742,129988,4,4,3,2,5
1743,87755,5,2,5,2,5
1744,232742,4,2,3,3,5
1745,264016,3,3,4,5,5
1746,294444,3,4,5,4,3
1747,199678,4,3,3,5,5
1748,185460,2,4,2,4,5
1749,251691,3,5,4,5,5
1750,160709,5,4,3,2,3
1751,212491,5,5,4,5,4
1752,207836,3,2,5,3,2
1753,248528,2,4,2,3,4
1754,278766,3,5,5,4,3
1755,248019,2,2,5,5,5
1756,142073,2,2,4,5,2
1757,7944,2,2,2,2,2
1758,22757,4,2,5,4,3
1759,256400,5,3,5,5,4
1760,270345,4,3,2,4,3
1761,193115,2,3,2,4,4
1762,208455,2,3,3,3,5
1763,112785,4,4,3,5,5
1764,132207,2,2,5,2,5
1765,75545,5,3,4,3,2
1766,69380,2,5,3,5,3
1767,275874,4,5,2,5,5
1768,96065,5,5,5,5,5
1769,152344,4,3,2,4,4
1770,76231,4,5,5,2,5
1771,239643,4,4,2,5,2
1772,274122,4,3,3,2,5
1773,9882,3,2,2,4,3
1774,211182,4,5,5,4,2
1775,148931,4,4,4,5,2
1776,157521,2,4,2,4,4
1777,294299,4,5,4,2,2
1778,291245,4,4,2,5,2
1779,63535,5,3,5,4,3
1780,174764,2,2,4,4,4
1781,50810,4,5,4,3,5
1782,177821,3,4,4,4,2
1783,287013,3,2,5,5,4
1784,262141,4,4,4,2,5
1785,195749,4,3,5,2,5
1786,176682,3,3,3,2,2
1787,264804,3,3,5,3,3
1788,105113,3,2,3,2,5
1789,290282,5,5,4,5,3
1790,30981,2,4,4,2,4
1791,6551,3,4,5,5,3
1792,17780,4,5,2,4,5
1793,569,3,5,4,3,4
1794,256131,3,3,5,3,2
1795,179608,4,5,2,2,2
1796,77456,2,4,3,3,5
1797,68474,2,4,5,3,5
1798,14471,4,2,2,5,2
1799,88357,2,3,5,3,3
1800,229903,3,5,5,5,5
1801,292529,4,4,3,2,2
1802,41885,4,5,3,5,4
